繁體	简体	吳拼	備註
楈	楈	shi3	
稰	稰	shi3	
喜	喜	shi3	
蟢	蟢	shi3	
囍	囍	shi3	
𨭎	𬭳	shi3	化學元素
狶	狶	shi3	
涀	涀	shi3	
謑	謑	shi3	
𥉐	𥉐	shi3	
俙	俙	shi3	
霼	𪵣	shi3	
憙	憙	shi3	
鱚	鱚	shi3	
手	手	shi3	又音 僅限於「蛇手」
洗	洗	shi3	
筅	筅	shi3	
箲	箲	shi3	
跣	跣	shi3	
銑	铣	shi3	
冼	冼	shi3	
鮮	鲜	shi3	少
尠	鲜	shi3	
尟	鲜	shi3	
蘚	藓	shi3	
癬	癣	shi3	
燹	燹	shi3	
閃	闪	shi3	
陝	陕	shi3	
烍	烍	shi3	
熌	𤇄	shi3	
𣟲	𣟲	shi3	
𧕇	𧕇	shi3	
覢	覢	shi3	
纚	𫄥	shi3	
姺	姺	shi3	
廯	廯	shi3	
睒	睒	shi3	
險	险	shi3	
険	险	shi3	
嶮	崄	shi3	
㬎	㬎	shi3	
顯	显	shi3	
顕	显	shi3	
玁	𤞤	shi3	
幰	幰	shi3	
攇	攇	shi3	
獫	猃	shi3	
譣	譣	shi3	
豃	豃	shi3	
欦	欦	shi3	
細	细	shi5	
婿	婿	shi5	
壻	婿	shi5	
世	世	shi5	
卋	世	shi5	
丗	世	shi5	
絮	絮	shi5	白讀 花絮
戲	戏	shi5	
嚱	嚱	shi5	
戱	戏	shi5	
戯	戏	shi5	
系	系	shi5	
係	系	shi5	
繫	系	shi5	
繋	系	shi5	
屓	屃	shi5	
屭	屃	shi5	
餼	饩	shi5	
忥	忥	shi5	
熂	𪸕	shi5	
犔	犔	shi5	
鎎	鎎	shi5	
咥	咥	shi5	
熙	熙	shi5	
熈	熙	shi5	
煕	熙	shi5	
嘻	嘻	shi5	
譆	嘻	shi5	
呬	呬	shi5	
黖	黖	shi5	
憙	憙	shi5	
齂	齂	shi5	
塈	塈	shi5	
墍	墍	shi5	
摡	摡	shi5	
霼	𪵣	shi5	
纖	纤	shi5	
纎	纤	shi5	
繊	纤	shi5	
腺	腺	shi5	
線	线	shi5	
綫	线	shi5	
苫	苫	shi5	草苫
扇	扇	shi5	
搧	扇	shi5	
煽	煽	shi5	
騸	骟	shi5	
鏾	𫔌	shi5	鏾雞
謆	𫍸	shi5	
傓	傓	shi5	
霰	霰	shi5	
軐	軐	shi5	
掞	掞	shi5	
煔	煔	shi5	
憲	宪	shi5	
瀗	瀗	shi5	
掀	掀	shi5	
姭	姭	shi5	
譀	譀	shi5	
徐	徐	zhi2	
齊	齐	zhi2	白讀
斉	齐	zhi2	白讀
前	前	zhi2	
自	自	zhi6	白讀
賤	贱	zhi6	白讀
甘	甘	ki1	
泔	泔	ki1	
柑	柑	ki1	
苷	苷	ki1	化學用字
疳	疳	ki1	
坩	坩	ki1	
乾	干	ki1	
干	干	ki1	
肝	肝	ki1	
竿	竿	ki1	
秆	秆	ki1	
稈	秆	ki1	
杆	杆	ki1	
桿	杆	ki1	
酐	酐	ki1	化學用字
矸	矸	ki1	化學用字
玕	玕	ki1	
媣	媣	ki1	
漧	漧	ki1	
迀	迀	ki1	
鳱	鳱	ki1	
鋸	锯	ki1	白讀
咁	咁	ki1	
忓	忓	ki1	
蜬	蜬	ki1	
該	该	ki1	僅限於「該應」一詞
賅	赅	ki1	
居	居	ki1	擁有，又音
𡨢	𡨢	ki1	又音
丐	丐	ki1	又音
匃	丐	ki1	又音
匄	丐	ki1	又音
敢	敢	ki3	
澉	澉	ki3	
感	感	ki3	
擀	擀	ki3	擀麵
趕	赶	ki3	
鱤	鳡	ki3	
仠	仠	ki3	
皯	皯	ki3	
簳	簳	ki3	
衦	衦	ki3	
狗	狗	ki3	兒化音殘留
笴	笴	ki3	
幹	干	ki5	
榦	干	ki5	
𢁗	𢁗	ki5	
倝	倝	ki5	
盰	盰	ki5	
淦	淦	ki5	
贛	赣	ki5	
灨	赣	ki5	
贑	赣	ki5	
紺	绀	ki5	
骭	骭	ki5	
侅	侅	khi1	
臤	臤	khi1	
撖	撖	khi1	
衎	衎	khi3	
歁	歁	khi3	
竷	竷	khi3	
臽	臽	khi3	
錎	錎	khi3	
顑	顑	khi3	
豤	豤	khi3	
看	看	khi5	
墈	墈	khi5	高峻的堤岸；高地的崖壁
幹	干	khi5	又音 僅限於「啥幹」
衎	衎	khi5	
竷	竷	khi5	
携	携	yi2	
攜	携	yi2	
擕	携	yi2	
巂	巂	yi2	
蠵	蠵	yi2	
酅	酅	yi2	
雟	雟	yi2	
驨	𫘱	yi2	
奚	奚	yi2	
徯	徯	yi2	
鼷	鼷	yi2	
螇	螇	yi2	
膎	膎	yi2	
傒	傒	yi2	
豯	豯	yi2	
貕	貕	yi2	
騱	𫘬	yi2	
嵆	嵆	yi2	
郋	郋	yi2	
圯	圯	yi2	
畦	畦	yi2	
鮭	鲑	yi2	
